title,pdf,arxiv,keywords,conference_day
"HiF-VLA: Hindsight, Insight and Foresight through Motion Representation for Vision-Language-Action Models",https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_HiF-VLA_Hindsight_Insight_and_Foresight_through_Motion_Representation_for_Vision-Language-Action_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.09928,Vision-Language-Action models; robotic manipulation; motion representation; temporal context; world dynamics; temporal myopia; motion-centric world model; bidirectional temporal reasoning; long-horizon manipulation; LIBERO-Long benchmark,2026-06-06
VLM4RSDet: Collaborative Optimization with Vision-Language Model for Enhancing Remote Sensing Object Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_VLM4RSDet_Collaborative_Optimization_with_Vision-Language_Model_for_Enhancing_Remote_Sensing_CVPR_2026_paper.pdf,,VLM4RSDet; remote sensing object detection; closed-set object detection; Vision-Language Models; collaborative training framework; Global-Local Cross-Attention; Learnable Hierarchical Prediction Strategy; standard object detection architecture; deployment overhead reduction; VisDrone2019 dataset,2026-06-06
Global Structure-from-Motion Meets Feedforward Reconstruction,https://openaccess.thecvf.com/content/CVPR2026/papers/Pan_Global_Structure-from-Motion_Meets_Feedforward_Reconstruction_CVPR_2026_paper.pdf,,Structure-from-Motion; feedforward 3D reconstruction; camera pose estimation; 3D scene structure; classical SfM methods; low-texture reconstruction; limited image overlap; symmetry failure cases; global reconstruction pipeline; COLMAP GlueMap,2026-06-06
TUNA: Taming Unified Visual Representations for Native Unified Multimodal Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_TUNA_Taming_Unified_Visual_Representations_for_Native_Unified_Multimodal_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.02014,unified multimodal models; TUNA; unified continuous visual representation; VAE encoder; representation encoder; image and video understanding; image and video generation; image editing; multimodal understanding and generation benchmarks; end-to-end visual representation,2026-06-06
Compositional Transformation Reasoning for Composed Video Retrieval,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Compositional_Transformation_Reasoning_for_Composed_Video_Retrieval_CVPR_2026_paper.pdf,,Composed Video Retrieval; compositional multimodal transformations; fine-grained textual edits; Multi-objective Reasoning; zero-shot framework; MLLMs; pairwise candidate reasoning; entity-action-scene reasoning; multi-objective candidate selection; multimodal similarity,2026-06-06
IGen: Scalable Data Generation for Robot Learning from Open-World Images,https://openaccess.thecvf.com/content/CVPR2026/papers/Gu_IGen_Scalable_Data_Generation_for_Robot_Learning_from_Open-World_Images_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.01773,open-world images; robot learning; scalable data generation; generalist robotic policies; 3D scene representations; vision-language models; SE(3) end-effector pose sequences; visuomotor data; temporally coherent visual observations; robotic manipulation tasks,2026-06-06
Weight Space Representation Learning via Neural Field Adaptation,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Weight_Space_Representation_Learning_via_Neural_Field_Adaptation_CVPR_2026_paper.pdf,,weight space representation learning; neural fields; neural field adaptation; multiplicative low-rank adaptation; mLoRA weights; pre-trained base model; 2D and 3D data; latent diffusion models; weight-space generation; semantic structure,2026-06-06
Bringing Your Portrait to 3D Presence,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Bringing_Your_Portrait_to_3D_Presence_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.22553,animatable 3D human avatars; single-portrait reconstruction; Dual-UV representation; canonical UV space; Core-UV and Shell-UV branches; pose- and framing-sensitive feature representations; factorized synthetic data manifold; geometry-consistent 3D renderings; proxy-mesh tracker; in-the-wild generalization,2026-06-06
OpenMMReasoner: Pushing the Frontiers in Multimodal Reasoning with an Open and General Recipe,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_OpenMMReasoner_Pushing_the_Frontiers_in_Multimodal_Reasoning_with_an_Open_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.16334,multimodal reasoning; large reasoning models; visual reasoning; supervised fine-tuning; reinforcement learning; data curation; cold-start dataset; step-by-step validation; multimodal reasoning benchmarks; Qwen2.5-VL-7B-Instruct,2026-06-06
Dynamic Visual SLAM using a General 3D Prior,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhong_Dynamic_Visual_SLAM_using_a_General_3D_Prior_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.06868,monocular visual SLAM; dynamic scenes; camera pose estimation; 3D reconstruction; feed-forward reconstruction models; dynamic region filtering; depth prediction; patch-based online bundle adjustment; scale ambiguity; depth-patch alignment,2026-06-06
W2W: Language-Model-Based Trajectory Prediction with Reinforcement Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_W2W_Language-Model-Based_Trajectory_Prediction_with_Reinforcement_Learning_CVPR_2026_paper.pdf,,pedestrian trajectory prediction; language-model-based trajectory prediction; reinforcement learning; Write-to-Walk; social interaction cues; parsable textual prompts; T5-Small fine-tuning; ADE error reward; off-road penalties; scene constraints,2026-06-06
RAID: Retrieval-Augmented Anomaly Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Cai_RAID_Retrieval-Augmented_Anomaly_Detection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.19611,Unsupervised Anomaly Detection; retrieval-augmented anomaly detection; anomaly localization; hierarchical vector database; matching cost volume; guided Mixture-of-Experts; noise suppression; anomaly map generation; normal template retrieval; few-shot anomaly detection,2026-06-06
ShowTable: Unlocking Creative Table Visualization with Collaborative Reflection and Refinement,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_ShowTable_Unlocking_Creative_Table_Visualization_with_Collaborative_Reflection_and_Refinement_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.13303,creative table visualization; infographic generation; data-to-visual mapping; ShowTable; MLLM orchestrator; diffusion models; progressive self-correction; visual planning; automated data construction; TableVisBench,2026-06-06
Hybrid Agents for Image Restoration,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Hybrid_Agents_for_Image_Restoration_CVPR_2026_paper.pdf,https://arxiv.org/abs/2503.10120,image restoration; HybridAgent; hybrid agents; multimodal large language model; instruction tuning; degradation identification; restoration tools; lightweight large language model; in-context learning; mixed distortion removal,2026-06-06
Same or Not? Enhancing Visual Perception in Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Marsili_Same_or_Not_Enhancing_Visual_Perception_in_Vision-Language_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.23592,vision-language models; fine-grained perception; visual biases; TWIN dataset; image-pair queries; same-object recognition; nuanced visual cues; FGVQA benchmark; fine-grained recognition; object annotations,2026-06-06
Turbo-GS: Accelerating 3D Gaussian Fitting for High-Resolution Radiance Fields,https://openaccess.thecvf.com/content/CVPR2026/papers/Dhiman_Turbo-GS_Accelerating_3D_Gaussian_Fitting_for_High-Resolution_Radiance_Fields_CVPR_2026_paper.pdf,,3D Gaussian Splatting; novel view synthesis; high-resolution radiance fields; 3D Gaussian fitting; dilated rendering; convergence-aware budget control; densification efficiency; gradient vanishing; 4K-resolution fitting; rendering fidelity,2026-06-06
EmbodMocap: In-the-Wild 4D Human-Scene Reconstruction for Embodied Agents,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_EmbodMocap_In-the-Wild_4D_Human-Scene_Reconstruction_for_Embodied_Agents_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.23205,4D human-scene reconstruction; embodied agents; scene-conditioned human motion; dual RGB-D sequences; metric world coordinate frame; dual-view depth ambiguity mitigation; monocular human-scene reconstruction; physics-based character animation; human-object interaction; sim-to-real robot motion control,2026-06-06
Reconstruction-Guided Slot Curriculum: Addressing Object Over-Fragmentation in Video Object-Centric Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Moon_Reconstruction-Guided_Slot_Curriculum_Addressing_Object_Over-Fragmentation_in_Video_Object-Centric_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22758,Video Object-Centric Learning; slot-attention models; object over-fragmentation; reconstruction-guided slot curriculum; SlotCurri; reconstruction error; structure-aware loss; semantic boundaries; cyclic inference; temporally consistent object representations,2026-06-06
Virtual Full-stack Scanning of Brain MRI via Imputing Any Quantised Code,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Virtual_Full-stack_Scanning_of_Brain_MRI_via_Imputing_Any_Quantised_CVPR_2026_paper.pdf,https://arxiv.org/abs/2501.18328,brain MRI imputation; virtual full-stack scanning; missing MRI modalities; any-to-any imputation; CodeBrain; region-level code prediction; scalar-quantised codes; modality-agnostic common features; projection encoder; BraTS 2023,2026-06-06
MoD-DPO: Towards Mitigating Cross-modal Hallucinations in Omni LLMs using Modality Decoupled Preference Optimization,https://openaccess.thecvf.com/content/CVPR2026/papers/Chaubey_MoD-DPO_Towards_Mitigating_Cross-modal_Hallucinations_in_Omni_LLMs_using_Modality_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.03192,omni-modal large language models; cross-modal hallucinations; Modality-Decoupled Direct Preference Optimization; modality grounding; modality-aware regularization; audiovisual understanding; language-prior debiasing; preference optimization; modality-faithful alignment; multimodal foundation models,2026-06-06
PerpetualWonder: Long-horizon Action-conditioned 4D Scene Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhan_PerpetualWonder_Long-horizon_Action-conditioned_4D_Scene_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.04876,long-horizon action-conditioned 4D scene generation; hybrid generative simulator; single-image scene generation; closed-loop simulation; unified physical-visual representation; bidirectional physical state and visual primitives; generative refinements; multi-view supervision; multi-step interactions; physical plausibility,2026-06-06
SIF: Semantically In-Distribution Fingerprints for Large Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_SIF_Semantically_In-Distribution_Fingerprints_for_Large_Vision-Language_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.17041,large vision-language models; ownership verification; model fingerprinting; Semantic Divergence Attack; Semantically In-Distribution Fingerprints; Semantic-Aligned Fingerprint Distillation; text watermarking; visual modality; Robust-Fingerprint Optimization; LVLM copyright protection,2026-06-06
ReFTA: Breaking the Weight Reconstruction Bottleneck in Tensorized Parameter-Efficient Fine-Tuning,https://openaccess.thecvf.com/content/CVPR2026/papers/Zheng_ReFTA_Breaking_the_Weight_Reconstruction_Bottleneck_in_Tensorized_Parameter-Efficient_Fine-Tuning_CVPR_2026_paper.pdf,,Reconstruction-Free Tensor-Based Adaptation; tensor-based adaptation; parameter-efficient fine-tuning; tensor algebraic properties; weight tensor reconstruction; principal tensor components; initialization quantization error; tensor product algebra; tensor rank configuration; accuracy-efficiency trade-off,2026-06-06
From Exploration to Exploitation: A Two-Stage Entropy RLVR Approach for Noise-Tolerant MLLM Training,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_From_Exploration_to_Exploitation_A_Two-Stage_Entropy_RLVR_Approach_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.07738,Reinforcement Learning with Verifiable Rewards; Multimodal Large Language Models; noise-tolerant training; token-level entropy optimization; entropy maximization; entropy minimization; Group-Relative Policy Optimization; annotation noise; reward gradient estimation; Qwen2-VL,2026-06-06
Dual-Level Hypergraph Generation for Addressing Feature Scarcity in Whole-Slide Image Classification,https://openaccess.thecvf.com/content/CVPR2026/papers/Yao_Dual-Level_Hypergraph_Generation_for_Addressing_Feature_Scarcity_in_Whole-Slide_Image_CVPR_2026_paper.pdf,,whole-slide image classification; lymph node metastasis diagnosis; feature scarcity; minority class representation; dual-level hypergraph generation; high-order feature interactions; prompt-guided hierarchical hypergraph variational autoencoder; anchor-diffusion mixup; hypernode feature enrichment; NIMM dataset,2026-06-06
LAM: Language Articulated Object Modelers,https://openaccess.thecvf.com/content/CVPR2026/papers/Gao_LAM_Language_Articulated_Object_Modelers_CVPR_2026_paper.pdf,,articulated object generation; language articulated object modelers; large-language models; vision-language models; text-to-3D generation; procedural code generation; geometry and articulation co-design; hierarchical part structure; self-correcting code generation; structured interpretable 3D representation,2026-06-06
TAPE: Task-Adaptive Prototype Evolution in Audio-Language Models for Fully Few-shot Class-incremental Audio Classification,https://openaccess.thecvf.com/content/CVPR2026/papers/Gao_TAPE_Task-Adaptive_Prototype_Evolution_in_Audio-Language_Models_for_Fully_Few-shot_CVPR_2026_paper.pdf,,Fully Few-shot Class-incremental Audio Classification; Audio-Language Models; Task-Adaptive Prototype Evolution; Task-Adapter; Prototype Evolution; catastrophic forgetting; overfitting; text-audio misalignment; class prototypes; adaptive learning,2026-06-06
IAG: Input-aware Backdoor Attack on VLM-based Visual Grounding,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_IAG_Input-aware_Backdoor_Attack_on_VLM-based_Visual_Grounding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.09456,VLM-based visual grounding; multi-target backdoor attack; input-aware triggers; text-guided triggers; text-conditioned UNet; imperceptible semantic cues; joint training objective; attack success rate; clean accuracy preservation; trustworthy multimodal understanding,2026-06-06
AceTone: Bridging Words and Colors for Conditional Image Grading,https://openaccess.thecvf.com/content/CVPR2026/papers/Ma_AceTone_Bridging_Words_and_Colors_for_Conditional_Image_Grading_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.00530,conditional image grading; multimodal color grading; 3D-LUT generation; text-guided grading; reference-guided grading; generative color transformation; VQ-VAE LUT tokenizer; vision-language model; reinforcement learning alignment; perceptual fidelity and aesthetics,2026-06-06
Homaloidal parametrization for detecting critical two-view configurations,https://openaccess.thecvf.com/content/CVPR2026/papers/Madhavan_Homaloidal_parametrization_for_detecting_critical_two-view_configurations_CVPR_2026_paper.pdf,,critical two-view configurations; fundamental matrix estimation; eight point matches; degeneracy tests; general critical surface; homaloidal net of conics; quadratic transformation; image correspondences; planar scenes; pure rotations,2026-06-06
"Generate, Analyze, and Refine: Training-Free Sound Source Localization via MLLM Meta-Reasoning",https://openaccess.thecvf.com/content/CVPR2026/papers/Park_Generate_Analyze_and_Refine_Training-Free_Sound_Source_Localization_via_MLLM_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.06824,sound source localization; Multimodal Large Language Models; training-free SSL; Generation-Analysis-Refinement pipeline; Audio-Visual Consistency; open-set role tagging; anchor voting; adaptive gating; audio-visual modalities; complex acoustic scenes,2026-06-06
Detect Anything via Next Point Prediction,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_Detect_Anything_via_Next_Point_Prediction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.12798,Rex-Omni; next point prediction; object detection; multimodal large language models; quantized coordinate prediction; geometry-aware rewards; GRPO reinforcement post-training; GUI grounding; visual prompting; spatial referring,2026-06-06
VAST: Video Ability-Stratified Taxonomy for Data-Efficient Video Reasoning,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_VAST_Video_Ability-Stratified_Taxonomy_for_Data-Efficient_Video_Reasoning_CVPR_2026_paper.pdf,,video reasoning; multimodal large language models; reinforcement learning; ability-stratified taxonomy; video understanding; cognitive taxonomy; consistency rewards; reasoning traces; VAST-Bench; data-efficient training,2026-06-06
Harmonious Parameter Adaptation in Continual Visual Instruction Tuning for Safety-Aligned MLLMs,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Harmonious_Parameter_Adaptation_in_Continual_Visual_Instruction_Tuning_for_Safety-Aligned_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.20158,continual visual instruction tuning; safety-aligned MLLMs; multimodal large language models; Harmonious Parameter Adaptation; task forgetting; safety degradation; parameter partition; harmoniously balanced parameter selection; orthogonal parameter adjustment; catastrophic forgetting,2026-06-06
From Pairs to Sequences: Track-Aware Policy Gradients for Keypoint Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_From_Pairs_to_Sequences_Track-Aware_Policy_Gradients_for_Keypoint_Detection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.20630,keypoint detection; keypoint-based matching; track-aware policy gradients; TraqPoint; reinforcement learning; track-quality optimization; image sequences; multi-view keypoint consistency; relative pose estimation; 3D reconstruction,2026-06-06
"Do Less, Achieve More: Do We Need Every-Step Optimization for RL Fine-tuning of Diffusion Models?",https://openaccess.thecvf.com/content/CVPR2026/papers/Yan_Do_Less_Achieve_More_Do_We_Need_Every-Step_Optimization_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.15855,diffusion models; RL fine-tuning; denoising trajectory; preference alignment; AdaScope; adaptive intervention timing; structural evolution; semantic consistency; reward hacking; computational cost reduction,2026-06-06
Synthetic Curriculum Reinforces Compositional Text-to-Image Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Synthetic_Curriculum_Reinforces_Compositional_Text-to-Image_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18378,compositional text-to-image generation; compositional synthesis; curriculum reinforcement learning; CompGen; scene graphs; adaptive Markov Chain Monte Carlo graph sampling; difficulty-aware curriculum data; Group Relative Policy Optimization; curriculum scheduling strategies; diffusion-based T2I models,2026-06-06
Opti-NeuS: Neural Reconstruction for Dual-Layered Transparent and Opaque Objects,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Opti-NeuS_Neural_Reconstruction_for_Dual-Layered_Transparent_and_Opaque_Objects_CVPR_2026_paper.pdf,,3D reconstruction; transparent objects; opaque objects; Opti-NeuS; neural reconstruction; spatially-varying index of refraction; refractive ray tracing; dual-layered geometry; hierarchical reconstruction; transparency-aware surface separation,2026-06-06
Drive My Way: Preference Alignment of Vision-Language-Action Model for Personalized Driving,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Drive_My_Way_Preference_Alignment_of_Vision-Language-Action_Model_for_Personalized_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.25740,personalized autonomous driving; Vision-Language-Action model; preference alignment; driving behavior personalization; user embedding; natural language driving instructions; long-term driving habits; short-term driving intentions; closed-loop evaluation; Bench2Drive benchmark,2026-06-06
EventGait: Towards Robust Gait Recognition with Event Streams,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_EventGait_Towards_Robust_Gait_Recognition_with_Event_Streams_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.22139,event-based gait recognition; event cameras; event streams; Mixture of Spiking Experts; Cross-modal Structure Alignment; large vision foundation models; dynamic perception; dense shape representations; event-based gait datasets; low-light gait recognition,2026-06-06
Rethinking SNN Online Training and Deployment: Gradient-Coherent Learning via Hybrid-Driven LIF Model,https://openaccess.thecvf.com/content/CVPR2026/papers/Hao_Rethinking_SNN_Online_Training_and_Deployment_Gradient-Coherent_Learning_via_Hybrid-Driven_CVPR_2026_paper.pdf,https://arxiv.org/abs/2410.07547,Spiking Neural Networks; online training; Hybrid-Driven Leaky Integrate-and-Fire; gradient-coherent learning; Spatial-Temporal Back-propagation; gradient discrepancy; surrogate gradients; temporal gradients; GPU memory optimization; power consumption,2026-06-06
MMTIT-Bench: A Multilingual and Multi-Scenario Benchmark with Cognition-Perception-Reasoning Guided Text-Image Machine Translation,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_MMTIT-Bench_A_Multilingual_and_Multi-Scenario_Benchmark_with_Cognition-Perception-Reasoning_Guided_Text-Image_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.23896,text-image machine translation; MMTIT-Bench; multilingual scene understanding; vision-language large models; low-resource languages; cognition-perception-reasoning; CPR-Trans; Chain-of-Thought reasoning; VLLM-driven data generation; interpretable supervision,2026-06-06
Interact2Ar: Full-Body Human-Human Interaction Generation via Autoregressive Diffusion Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Ruiz-Ponce_Interact2Ar_Full-Body_Human-Human_Interaction_Generation_via_Autoregressive_Diffusion_Models_CVPR_2026_paper.pdf,,human-human interaction generation; autoregressive diffusion models; text-conditioned motion generation; full-body motion synthesis; hand kinematics; high-fidelity full-body generation; large context windows; temporal motion composition; real-time motion adaptation; multi-person interaction scenarios,2026-06-06
A Supervised Multi-task Framework for Joint cryo-ET Restoration Enabled by Generative Physical Simulation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_A_Supervised_Multi-task_Framework_for_Joint_cryo-ET_Restoration_Enabled_by_CVPR_2026_paper.pdf,,cryo-electron tomography; cryo-ET restoration; denoising; missing wedge recovery; low-SNR tomograms; missing-wedge artifacts; supervised multi-task framework; generative physical simulation; synthetic noisy tomograms; isotropic structural priors,2026-06-06
AssemblyBench: Physics-Aware Assembly of Complex Industrial Objects,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_AssemblyBench_Physics-Aware_Assembly_of_Complex_Industrial_Objects_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.12845,physics-aware assembly; industrial object assembly; multimodal instruction manuals; 3D part models; 6-DoF motion prediction; part assembly trajectories; assembly order prediction; transformer-based model; assembly pose estimation; physics-based simulations,2026-06-06
SPAR: Single-Pass Any-Resolution ViT for Open-vocabulary Segmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Kombol_SPAR_Single-Pass_Any-Resolution_ViT_for_Open-vocabulary_Segmentation_CVPR_2026_paper.pdf,,Single-Pass Any-Resolution ViT; open-vocabulary segmentation; Vision Transformers; high-resolution inference; dense feature extraction; spatial reasoning distillation; sliding-window teacher; feature regression loss; pixel-level reasoning; vision-language models,2026-06-06
PyramidalWan: On Making Pretrained Video Model Pyramidal for Efficient Inference,https://openaccess.thecvf.com/content/CVPR2026/papers/Korzhenkov_PyramidalWan_On_Making_Pretrained_Video_Model_Pyramidal_for_Efficient_Inference_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.04792,pyramidal video models; pretrained diffusion model conversion; multi-step denoising; hierarchical resolution stages; low-cost finetuning; step distillation; efficient video inference; visual plausibility; diffusion forward and backward processes; inference cost reduction,2026-06-06
Nestwork: Conditional 3D Furnished House Layout Generation through Latent Heterogeneous Graph Diffusion,https://openaccess.thecvf.com/content/CVPR2026/papers/Miao_Nestwork_Conditional_3D_Furnished_House_Layout_Generation_through_Latent_Heterogeneous_CVPR_2026_paper.pdf,,conditional 3D furnished house layout generation; latent heterogeneous graph diffusion; heterogeneous graph attention network; room and furniture nodes; spatial relations; low-rank relational field; random masking; multi-level conditioning; natural-language layout descriptions; 3D-FRONT dataset,2026-06-06
Lafite: A Generative Latent Field for 3D Native Texturing,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Lafite_A_Generative_Latent_Field_for_3D_Native_Texturing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.04786,3D-native texturing; generative latent field; sparse latent color field; variational autoencoder; continuous color field; mesh topology disentanglement; UV parameterization; conditional rectified-flow model; material synthesis; texture super-resolution,2026-06-06
Obstruction Reasoning for Robotic Grasping,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiao_Obstruction_Reasoning_for_Robotic_Grasping_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.23186,robotic grasping; obstruction reasoning; cluttered environments; vision-language embodied reasoning; accessibility planning; UNOGrasp; visually-grounded obstruction reasoning; obstruction paths; verifiable reasoning rewards; UNOBench,2026-06-06
Beyond Multiple Choice: Verifiable OpenQA for Robust Vision-Language RFT,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Beyond_Multiple_Choice_Verifiable_OpenQA_for_Robust_Vision-Language_RFT_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.17405,verifiable OpenQA; vision-language reinforcement fine-tuning; multiple-choice question answering; multimodal language models; answer option leakage; ReVeL; open-form question rewriting; automatic verification; GRPO; Qwen2.5-VL,2026-06-06
PartDiffuser: Part-wise 3D Mesh Generation via Discrete Diffusion,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_PartDiffuser_Part-wise_3D_Mesh_Generation_via_Discrete_Diffusion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18801,PartDiffuser; part-wise 3D mesh generation; discrete diffusion; point-cloud-to-mesh generation; semantic mesh segmentation; semi-autoregressive diffusion; global topology consistency; high-frequency geometric features; DiT architecture; part-aware cross-attention,2026-06-06
Plenoptic Video Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Fu_Plenoptic_Video_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.05239,Plenoptic Video Generation; PlenopticDreamer; camera-controlled video re-rendering; multi-view consistency; spatio-temporal coherence; generative hallucination synchronization; video-conditioned autoregressive model; camera-guided video retrieval; progressive context-scaling; long-video conditioning,2026-06-06
Seeing through Light and Darkness: Sensor-Physics Grounded Deblurring HDR NeRF from Single-Exposure Images and Events,https://openaccess.thecvf.com/content/CVPR2026/papers/Qi_Seeing_through_Light_and_Darkness_Sensor-Physics_Grounded_Deblurring_HDR_NeRF_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.15475,HDR NeRF; sensor-physics grounded deblurring; novel view synthesis; single-exposure blurry LDR images; event data; camera response function; event CRF model; HDR scene radiance; 3D representation learning; event sensor output,2026-06-06
AutoRegressive Generation with B-rep Holistic Token Sequence Representation,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_AutoRegressive_Generation_with_B-rep_Holistic_Token_Sequence_Representation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.16771,B-rep generation; BrepARG; holistic token sequence representation; autoregressive architecture; transformer-based autoregressive model; geometry and topology encoding; geometry and position tokens; face index tokens; geometry block sequencing; next-token prediction,2026-06-06
Is your VLM Sky-Ready? A Comprehensive Spatial Intelligence Benchmark for UAV Navigation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Is_your_VLM_Sky-Ready_A_Comprehensive_Spatial_Intelligence_Benchmark_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.13269,Vision-Language Models; UAV navigation; spatial intelligence benchmark; SpatialSky-Bench; environmental perception; scene understanding; landing safety analysis; SpatialSky-Dataset; UAV spatial reasoning; Sky-VLM,2026-06-06
Towards Multimodal Domain Generalization with Few Labels,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Towards_Multimodal_Domain_Generalization_with_Few_Labels_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22917,Semi-Supervised Multimodal Domain Generalization; multimodal domain generalization; few labeled samples; multi-source data; unlabeled data; domain shifts; Consensus-Driven Consistency Regularization; Disagreement-Aware Regularization; Cross-Modal Prototype Alignment; missing modalities,2026-06-06
Reclaiming Lost Text Layers for Source-Free Cross-Domain Few-Shot Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Reclaiming_Lost_Text_Layers_for_Source-Free_Cross-Domain_Few-Shot_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.05235,Source-Free Cross-Domain Few-Shot Learning; SF-CDFSL; CLIP text encoder; lost text layers; domain shifts; visual branch re-learning; cross-domain tasks; few-shot fine-tuning; SigLip; Meta-dataset,2026-06-06
DTG-Restore: Training-Free Diffusion Refinement for Generative Video Super-Resolution,https://openaccess.thecvf.com/content/CVPR2026/papers/Yesiltepe_DTG-Restore_Training-Free_Diffusion_Refinement_for_Generative_Video_Super-Resolution_CVPR_2026_paper.pdf,,generative video super-resolution; video diffusion models; training-free diffusion refinement; classifier-free guidance; Decoupled Time Guidance; diffusion timestep look-ahead prior; plug-and-play restoration; temporal stability; generative degradations; GenWarp480,2026-06-06
Enhancing Spatial Understanding in Image Generation via Reward Modeling,https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_Enhancing_Spatial_Understanding_in_Image_Generation_via_Reward_Modeling_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.24233,text-to-image generation; spatial understanding; spatial relationships; reward modeling; SpatialReward-Dataset; preference pairs; SpatialScore; spatial evaluation; online reinforcement learning; complex spatial generation,2026-06-06
